192.168.1.95.53418 > 91.189.94.4.123 48
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50350 1402
112.47.20.159.80 > 192.168.1.95.50356 1443
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1161
112.47.20.159.80 > 192.168.1.95.50354 2292
112.47.20.159.80 > 192.168.1.95.50360 315
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50354 2292
192.168.1.95.41784 > 112.51.125.225.80 444
112.51.125.225.80 > 192.168.1.95.41784 1046
192.168.1.95.50366 > 112.47.20.159.80 306
192.168.1.95.50358 > 112.47.20.159.80 421
192.168.1.95.50350 > 112.47.20.159.80 423
192.168.1.95.50390 > 112.47.20.159.80 336
192.168.1.95.50360 > 112.47.20.159.80 341
192.168.1.95.50352 > 112.47.20.159.80 342
192.168.1.95.50354 > 112.47.20.159.80 341
192.168.1.95.50356 > 112.47.20.159.80 341
192.168.1.95.56362 > 60.205.84.146.80 403
112.47.20.159.80 > 192.168.1.95.50350 872
112.47.20.159.80 > 192.168.1.95.50366 1452
112.47.20.159.80 > 192.168.1.95.50366 2666
112.47.20.159.80 > 192.168.1.95.50366 72
112.47.20.159.80 > 192.168.1.95.50390 803
192.168.1.95.50350 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50360 8
112.47.20.159.80 > 192.168.1.95.50390 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2684
112.47.20.159.80 > 192.168.1.95.50360 1175
112.47.20.159.80 > 192.168.1.95.50358 36
112.47.20.159.80 > 192.168.1.95.50354 8
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50360 > 112.47.20.159.80 341
192.168.1.95.50358 > 112.47.20.159.80 339
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1232
112.47.20.159.80 > 192.168.1.95.50354 730
112.47.20.159.80 > 192.168.1.95.50390 1452
192.168.1.95.50354 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50356 2920
112.47.20.159.80 > 192.168.1.95.50356 2644
192.168.1.95.50356 > 112.47.20.159.80 425
112.47.20.159.80 > 192.168.1.95.50352 2692
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1021
112.47.20.159.80 > 192.168.1.95.50350 8
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
192.168.1.95.50352 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50350 1233
112.47.20.159.80 > 192.168.1.95.50350 1460
112.47.20.159.80 > 192.168.1.95.50350 67
192.168.1.95.50350 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50360 2686
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1506
112.47.20.159.80 > 192.168.1.95.50354 16
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 751
112.47.20.159.80 > 192.168.1.95.50356 53
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50360 > 112.47.20.159.80 340
192.168.1.95.50354 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1234
112.47.20.159.80 > 192.168.1.95.50358 976
60.205.84.146.80 > 192.168.1.95.56362 367
60.205.84.146.80 > 192.168.1.95.56362 20
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1235
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1864
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50356 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50352 1931
112.47.20.159.80 > 192.168.1.95.50350 8
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1227
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1864
112.47.20.159.80 > 192.168.1.95.50350 1171
192.168.1.95.50352 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50360 2689
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 4096
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 4096
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 8
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2680
112.47.20.159.80 > 192.168.1.95.50354 8
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2636
112.47.20.159.80 > 192.168.1.95.50354 1460
112.47.20.159.80 > 192.168.1.95.50354 1452
192.168.1.95.50350 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50354 1184
112.47.20.159.80 > 192.168.1.95.50354 1460
112.47.20.159.80 > 192.168.1.95.50354 2636
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1236
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2472
112.47.20.159.80 > 192.168.1.95.50356 1460
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2420
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2384
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50360 1862
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50350 8
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50350 1235
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 2636
112.47.20.159.80 > 192.168.1.95.50350 2920
112.47.20.159.80 > 192.168.1.95.50350 2636
192.168.1.95.50360 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50350 2636
112.47.20.159.80 > 192.168.1.95.50350 2920
112.47.20.159.80 > 192.168.1.95.50350 2636
112.47.20.159.80 > 192.168.1.95.50350 2636
112.47.20.159.80 > 192.168.1.95.50350 2920
112.47.20.159.80 > 192.168.1.95.50350 2055
112.47.20.159.80 > 192.168.1.95.50352 8
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2679
192.168.1.95.50660 > 115.182.9.41.80 279
112.47.20.159.80 > 192.168.1.95.50352 1460
112.47.20.159.80 > 192.168.1.95.50352 158
192.168.1.95.50350 > 112.47.20.159.80 341
192.168.1.95.50662 > 115.182.9.41.80 279
112.47.20.159.80 > 192.168.1.95.50354 1428
112.47.20.159.80 > 192.168.1.95.50356 5808
112.47.20.159.80 > 192.168.1.95.50356 8712
192.168.1.95.50352 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50360 2687
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2644
112.47.20.159.80 > 192.168.1.95.50360 2904
192.168.1.95.50354 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 77
112.47.20.159.80 > 192.168.1.95.50358 8
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2677
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50360 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 1468
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1468
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1468
112.47.20.159.80 > 192.168.1.95.50358 1176
192.168.1.95.56368 > 60.205.84.146.80 360
192.168.1.95.56372 > 60.205.84.146.80 360
112.47.20.159.80 > 192.168.1.95.50350 8
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2696
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 924
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2376
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 890
192.168.1.95.56370 > 60.205.84.146.80 360
192.168.1.95.56374 > 60.205.84.146.80 360
192.168.1.95.50350 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
192.168.1.95.56376 > 60.205.84.146.80 360
112.47.20.159.80 > 192.168.1.95.50356 2904
192.168.1.95.51560 > 39.105.153.200.80 444
112.47.20.159.80 > 192.168.1.95.50356 835
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50356 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50354 2688
112.47.20.159.80 > 192.168.1.95.50352 1235
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 2384
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50352 1192
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 417
112.47.20.159.80 > 192.168.1.95.50352 8
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50354 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 924
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 16
192.168.1.95.50566 > 106.11.5.2.80 513
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 916
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1236
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2644
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2124
112.47.20.159.80 > 192.168.1.95.50360 2147
115.182.9.41.80 > 192.168.1.95.50660 158
192.168.1.95.50360 > 112.47.20.159.80 342
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 46
115.182.9.41.80 > 192.168.1.95.50662 158
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1460
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 968
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2392
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 924
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2805
60.205.84.146.80 > 192.168.1.95.56368 360
60.205.84.146.80 > 192.168.1.95.56368 282
60.205.84.146.80 > 192.168.1.95.56372 360
60.205.84.146.80 > 192.168.1.95.56372 272
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 3489
112.47.20.159.80 > 192.168.1.95.50352 2904
60.205.84.146.80 > 192.168.1.95.56374 360
112.47.20.159.80 > 192.168.1.95.50352 1452
60.205.84.146.80 > 192.168.1.95.56374 294
60.205.84.146.80 > 192.168.1.95.56370 360
60.205.84.146.80 > 192.168.1.95.56370 316
112.47.20.159.80 > 192.168.1.95.50352 372
60.205.84.146.80 > 192.168.1.95.56376 360
60.205.84.146.80 > 192.168.1.95.56376 283
112.47.20.159.80 > 192.168.1.95.50354 16
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 1224
112.47.20.159.80 > 192.168.1.95.50354 1814
39.105.153.200.80 > 192.168.1.95.51560 355
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
192.168.1.95.50350 > 112.47.20.159.80 340
192.168.1.95.50356 > 112.47.20.159.80 340
192.168.1.95.50352 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50360 2782
106.11.5.2.80 > 192.168.1.95.50566 170
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2102
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50350 1460
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 4145
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1184
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1184
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1022
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2687
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 5288
112.47.20.159.80 > 192.168.1.95.50356 1250
112.47.20.159.80 > 192.168.1.95.50352 8
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50358 > 112.47.20.159.80 341
192.168.1.95.50350 > 112.47.20.159.80 341
192.168.1.95.50360 > 112.47.20.159.80 327
112.47.20.159.80 > 192.168.1.95.50352 1226
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 2644
112.47.20.159.80 > 192.168.1.95.50352 2904
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1920
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1235
112.47.20.159.80 > 192.168.1.95.50350 4356
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2757
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1234
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2124
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 932
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 932
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2644
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1192
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
192.168.1.95.50660 > 115.182.9.41.80 279
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50358 8
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2679
112.47.20.159.80 > 192.168.1.95.50358 1460
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1184
112.47.20.159.80 > 192.168.1.95.50358 1460
112.47.20.159.80 > 192.168.1.95.50358 2636
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 16
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1460
192.168.1.95.50350 > 112.47.20.159.80 310
192.168.1.95.50356 > 112.47.20.159.80 327
112.47.20.159.80 > 192.168.1.95.50360 931
112.47.20.159.80 > 192.168.1.95.50358 1606
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1236
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1520
115.182.9.41.80 > 192.168.1.95.50660 158
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 1234
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 932
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2392
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 2904
112.47.20.159.80 > 192.168.1.95.50356 813
54.191.241.246.443 > 192.168.1.95.50604 31

192.168.1.95.50604 > 54.191.241.246.443 31

54.191.241.246.443 > 192.168.1.95.50596 31

192.168.1.95.50596 > 54.191.241.246.443 31

192.168.1.95.50358 > 112.47.20.159.80 327
192.168.1.95.50350 > 112.47.20.159.80 341
54.191.241.246.443 > 192.168.1.95.50598 31

192.168.1.95.50598 > 54.191.241.246.443 31

112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1236
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
112.47.20.159.80 > 192.168.1.95.50350 1721
112.47.20.159.80 > 192.168.1.95.50358 8
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 974
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 664
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
192.168.1.95.50350 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 2517
